route_code,route_name,route_type,start_hour,trips_total,trips_completed,trips_canceled,avg_trip_duration_sec,avg_distance_m,avg_fare_amount
M013,Metro Line 13,metro,2025-12-08 15:00:00,3,2,0,1600.0,8368.67,6.57
M015,Metro Line 15,metro,2025-12-08 15:00:00,2,2,0,2130.0,9619.0,7.86
M021,Metro Line 21,metro,2025-12-08 15:00:00,3,3,0,2340.0,7276.0,6.71
M022,Metro Line 22,metro,2025-12-08 15:00:00,1,1,0,2700.0,9640.0,6.5
M023,Metro Line 23,metro,2025-12-08 15:00:00,2,2,0,1110.0,8187.5,2.5
M025,Metro Line 25,metro,2025-12-08 15:00:00,7,6,0,1602.86,9634.0,2.77
M026,Metro Line 26,metro,2025-12-08 15:00:00,5,4,0,1776.0,8487.0,2.81
M027,Metro Line 27,metro,2025-12-08 15:00:00,2,2,0,1830.0,6566.0,21.15
M028,Metro Line 28,metro,2025-12-08 15:00:00,9,5,0,1506.67,8694.22,22.4
M033,Metro Line 33,metro,2025-12-08 15:00:00,8,7,0,1522.5,7168.38,2.7
M034,Metro Line 34,metro,2025-12-08 15:00:00,7,6,0,1388.57,7032.14,21.65
M036,Metro Line 36,metro,2025-12-08 15:00:00,5,5,0,1164.0,9316.0,2.56
M040,Metro Line 40,metro,2025-12-08 15:00:00,4,4,0,1635.0,5809.5,6.15
T002,Tram Line 2,tram,2025-12-08 15:00:00,3,3,0,1740.0,8910.67,2.32
T007,Tram Line 7,tram,2025-12-08 15:00:00,2,2,0,1830.0,7993.5,3.15
T012,Tram Line 12,tram,2025-12-08 15:00:00,8,7,0,1545.0,7082.62,21.39
T019,Tram Line 19,tram,2025-12-08 15:00:00,3,3,0,1720.0,8423.33,2.83
T020,Tram Line 20,tram,2025-12-08 15:00:00,1,1,0,840.0,6000.0,21.59
T032,Tram Line 32,tram,2025-12-08 15:00:00,4,4,0,1515.0,4853.25,7.55
T035,Tram Line 35,tram,2025-12-08 15:00:00,5,4,0,1824.0,8396.8,25.55
T038,Tram Line 38,tram,2025-12-08 15:00:00,3,3,0,1260.0,6137.67,2.56
T039,Tram Line 39,tram,2025-12-08 15:00:00,5,5,0,1572.0,7560.2,24.35
B006,Bus Line 6,bus,2025-12-08 14:00:00,3,3,0,1200.0,7871.33,5.83
B014,Bus Line 14,bus,2025-12-08 14:00:00,1,1,0,540.0,3164.0,2.88
B016,Bus Line 16,bus,2025-12-08 14:00:00,7,7,0,1620.0,8055.14,3.0
B017,Bus Line 17,bus,2025-12-08 14:00:00,2,2,0,1620.0,6123.5,26.47
B018,Bus Line 18,bus,2025-12-08 14:00:00,6,5,0,1130.0,7129.67,2.8
B024,Bus Line 24,bus,2025-12-08 14:00:00,6,6,0,2120.0,7617.17,6.08
B029,Bus Line 29,bus,2025-12-08 14:00:00,4,1,0,1545.0,4391.75,22.15
B030,Bus Line 30,bus,2025-12-08 14:00:00,3,3,0,1520.0,9420.67,6.5
B031,Bus Line 31,bus,2025-12-08 14:00:00,6,6,0,1860.0,6831.67,2.76
B037,Bus Line 37,bus,2025-12-08 14:00:00,4,3,0,915.0,8086.0,7.05
M001,Metro Line 1,metro,2025-12-08 14:00:00,4,4,0,1305.0,4296.5,2.96
M003,Metro Line 3,metro,2025-12-08 14:00:00,2,2,0,1980.0,5835.5,2.93
M004,Metro Line 4,metro,2025-12-08 14:00:00,1,1,0,2280.0,5656.0,3.1
M005,Metro Line 5,metro,2025-12-08 14:00:00,7,6,0,1182.86,9072.43,2.86
M009,Metro Line 9,metro,2025-12-08 14:00:00,2,2,0,1800.0,8247.0,2.44
M010,Metro Line 10,metro,2025-12-08 14:00:00,3,3,0,1140.0,8492.0,23.6
M011,Metro Line 11,metro,2025-12-08 14:00:00,5,4,0,1500.0,8934.2,21.44
M013,Metro Line 13,metro,2025-12-08 14:00:00,2,1,0,990.0,8944.5,5.64
M015,Metro Line 15,metro,2025-12-08 14:00:00,10,9,0,1536.0,8501.4,6.53
M021,Metro Line 21,metro,2025-12-08 14:00:00,4,3,0,2025.0,8303.0,6.65
M022,Metro Line 22,metro,2025-12-08 14:00:00,7,7,0,1277.14,8580.14,6.05
M023,Metro Line 23,metro,2025-12-08 14:00:00,7,6,0,2040.0,5667.57,2.83
M025,Metro Line 25,metro,2025-12-08 14:00:00,4,4,0,1830.0,4645.5,2.79
M026,Metro Line 26,metro,2025-12-08 14:00:00,5,4,0,1560.0,8341.0,2.61
M027,Metro Line 27,metro,2025-12-08 14:00:00,3,3,0,1560.0,7004.33,20.93
M028,Metro Line 28,metro,2025-12-08 14:00:00,3,3,0,960.0,6637.67,21.92
M033,Metro Line 33,metro,2025-12-08 14:00:00,6,6,0,1650.0,5075.0,2.81
M034,Metro Line 34,metro,2025-12-08 14:00:00,5,5,0,1284.0,10356.0,22.29
M036,Metro Line 36,metro,2025-12-08 14:00:00,7,7,0,1405.71,6591.0,2.69
M040,Metro Line 40,metro,2025-12-08 14:00:00,4,2,0,2145.0,8128.5,6.18
T002,Tram Line 2,tram,2025-12-08 14:00:00,5,3,0,1200.0,8946.2,2.68
T007,Tram Line 7,tram,2025-12-08 14:00:00,4,3,0,1620.0,7254.25,3.12
T012,Tram Line 12,tram,2025-12-08 14:00:00,8,7,0,1830.0,7434.75,23.25
T019,Tram Line 19,tram,2025-12-08 14:00:00,4,4,0,2130.0,5808.0,2.89
T020,Tram Line 20,tram,2025-12-08 14:00:00,3,3,0,1540.0,8759.67,23.58
T032,Tram Line 32,tram,2025-12-08 14:00:00,7,6,0,1457.14,7648.86,7.55
T035,Tram Line 35,tram,2025-12-08 14:00:00,5,5,0,1932.0,6316.8,23.0
T038,Tram Line 38,tram,2025-12-08 14:00:00,6,5,0,1620.0,7504.83,2.95
T039,Tram Line 39,tram,2025-12-08 14:00:00,5,5,0,984.0,6396.8,21.96
B006,Bus Line 6,bus,2025-12-08 13:00:00,2,2,0,1350.0,4958.0,6.62
B014,Bus Line 14,bus,2025-12-08 13:00:00,8,7,0,1327.5,6760.0,2.92
B016,Bus Line 16,bus,2025-12-08 13:00:00,8,8,0,1912.5,5999.0,2.68
B017,Bus Line 17,bus,2025-12-08 13:00:00,3,3,0,2080.0,9527.67,19.79
B018,Bus Line 18,bus,2025-12-08 13:00:00,4,4,0,1455.0,6427.0,2.69
B024,Bus Line 24,bus,2025-12-08 13:00:00,2,2,0,900.0,6160.0,6.23
B029,Bus Line 29,bus,2025-12-08 13:00:00,6,4,0,1750.0,6729.83,19.3
B030,Bus Line 30,bus,2025-12-08 13:00:00,7,6,0,1431.43,7186.29,6.6
B031,Bus Line 31,bus,2025-12-08 13:00:00,2,2,0,2370.0,9332.0,2.49
B037,Bus Line 37,bus,2025-12-08 13:00:00,3,2,0,1700.0,6515.33,7.89
M001,Metro Line 1,metro,2025-12-08 13:00:00,2,2,0,2460.0,7725.0,2.36
M003,Metro Line 3,metro,2025-12-08 13:00:00,4,4,0,1275.0,9189.5,2.96
M004,Metro Line 4,metro,2025-12-08 13:00:00,3,3,0,800.0,5965.67,2.74
M005,Metro Line 5,metro,2025-12-08 13:00:00,5,5,0,1944.0,9081.8,2.87
M008,Metro Line 8,metro,2025-12-08 13:00:00,11,11,0,1467.27,6103.64,2.84
M009,Metro Line 9,metro,2025-12-08 13:00:00,8,8,0,1530.0,7277.12,2.84
M010,Metro Line 10,metro,2025-12-08 13:00:00,8,8,0,1867.5,6888.5,19.64
M011,Metro Line 11,metro,2025-12-08 13:00:00,3,2,0,1160.0,4022.0,19.79
M013,Metro Line 13,metro,2025-12-08 13:00:00,7,6,0,1268.57,7235.29,6.39
M015,Metro Line 15,metro,2025-12-08 13:00:00,2,2,0,2160.0,2317.5,6.63
M021,Metro Line 21,metro,2025-12-08 13:00:00,3,3,0,1680.0,9730.0,7.54
M022,Metro Line 22,metro,2025-12-08 13:00:00,3,3,0,1340.0,7341.33,6.2
M023,Metro Line 23,metro,2025-12-08 13:00:00,7,7,0,1637.14,6471.71,2.79
M025,Metro Line 25,metro,2025-12-08 13:00:00,4,4,0,1125.0,5667.75,2.31
M026,Metro Line 26,metro,2025-12-08 13:00:00,2,2,0,900.0,6976.0,2.1
M027,Metro Line 27,metro,2025-12-08 13:00:00,4,3,0,1305.0,10747.75,22.28
M028,Metro Line 28,metro,2025-12-08 13:00:00,4,4,0,1500.0,7444.25,18.64
M033,Metro Line 33,metro,2025-12-08 13:00:00,5,4,0,1788.0,7393.8,2.38
M034,Metro Line 34,metro,2025-12-08 13:00:00,2,2,0,960.0,6522.0,22.15
M036,Metro Line 36,metro,2025-12-08 13:00:00,2,1,0,1770.0,6565.5,2.24
M040,Metro Line 40,metro,2025-12-08 13:00:00,4,4,0,1440.0,6857.0,5.93
T002,Tram Line 2,tram,2025-12-08 13:00:00,3,3,0,2080.0,5793.0,3.07
T007,Tram Line 7,tram,2025-12-08 13:00:00,2,1,0,2400.0,7700.0,2.5
T012,Tram Line 12,tram,2025-12-08 13:00:00,5,5,0,1668.0,6077.4,22.18
T019,Tram Line 19,tram,2025-12-08 13:00:00,5,5,0,1944.0,8763.6,2.81
T020,Tram Line 20,tram,2025-12-08 13:00:00,8,6,0,1492.5,7074.75,23.92
T032,Tram Line 32,tram,2025-12-08 13:00:00,6,5,0,1210.0,9886.67,6.05
T035,Tram Line 35,tram,2025-12-08 13:00:00,3,3,0,1940.0,7968.33,21.13
T038,Tram Line 38,tram,2025-12-08 13:00:00,3,3,0,2220.0,9631.0,2.69
B006,Bus Line 6,bus,2025-12-08 12:00:00,2,1,0,2160.0,9138.0,6.54
B014,Bus Line 14,bus,2025-12-08 12:00:00,5,5,0,1716.0,7997.8,2.77
B016,Bus Line 16,bus,2025-12-08 12:00:00,1,1,0,1860.0,2772.0,2.57
B017,Bus Line 17,bus,2025-12-08 12:00:00,4,4,0,2130.0,8056.5,24.56
B018,Bus Line 18,bus,2025-12-08 12:00:00,7,6,0,1465.71,8753.57,2.9
B024,Bus Line 24,bus,2025-12-08 12:00:00,3,2,0,940.0,6805.0,7.55
B029,Bus Line 29,bus,2025-12-08 12:00:00,1,1,0,2160.0,7982.0,25.26
B030,Bus Line 30,bus,2025-12-08 12:00:00,4,3,0,1980.0,9146.5,6.1
B031,Bus Line 31,bus,2025-12-08 12:00:00,3,3,0,1900.0,6157.33,2.88
B037,Bus Line 37,bus,2025-12-08 12:00:00,4,3,0,630.0,9114.75,6.35
M001,Metro Line 1,metro,2025-12-08 12:00:00,5,5,0,1800.0,6606.0,2.79
M003,Metro Line 3,metro,2025-12-08 12:00:00,8,8,0,1740.0,7116.0,2.6
M004,Metro Line 4,metro,2025-12-08 12:00:00,6,6,0,1600.0,6593.5,2.74
M005,Metro Line 5,metro,2025-12-08 12:00:00,3,3,0,1640.0,7404.33,2.8
M008,Metro Line 8,metro,2025-12-08 12:00:00,1,1,0,600.0,12026.0,2.23
M009,Metro Line 9,metro,2025-12-08 12:00:00,5,5,0,1968.0,8038.0,3.17
M010,Metro Line 10,metro,2025-12-08 12:00:00,4,3,0,1650.0,8583.75,24.84
M011,Metro Line 11,metro,2025-12-08 12:00:00,5,5,0,1320.0,5711.6,22.03
M013,Metro Line 13,metro,2025-12-08 12:00:00,1,0,0,720.0,9228.0,8.23
M015,Metro Line 15,metro,2025-12-08 12:00:00,6,5,0,1400.0,5727.0,6.75
M021,Metro Line 21,metro,2025-12-08 12:00:00,3,3,0,1180.0,6363.67,7.71
M022,Metro Line 22,metro,2025-12-08 12:00:00,7,6,0,1491.43,8854.29,6.82
M023,Metro Line 23,metro,2025-12-08 12:00:00,10,7,0,1428.0,7857.7,2.64
M025,Metro Line 25,metro,2025-12-08 12:00:00,7,6,0,1534.29,7922.71,2.68
M026,Metro Line 26,metro,2025-12-08 12:00:00,5,4,0,1908.0,6465.6,2.78
M027,Metro Line 27,metro,2025-12-08 12:00:00,6,6,0,2230.0,7695.0,20.92
M028,Metro Line 28,metro,2025-12-08 12:00:00,5,4,0,2076.0,6428.6,24.7
M033,Metro Line 33,metro,2025-12-08 12:00:00,4,4,0,1815.0,6572.5,2.46
M034,Metro Line 34,metro,2025-12-08 12:00:00,1,1,0,1620.0,7542.0,26.56
M036,Metro Line 36,metro,2025-12-08 12:00:00,4,3,0,1950.0,7560.0,3.25
M040,Metro Line 40,metro,2025-12-08 12:00:00,4,3,0,1635.0,6941.75,6.59
T002,Tram Line 2,tram,2025-12-08 12:00:00,7,6,0,1885.71,7580.57,2.62
T007,Tram Line 7,tram,2025-12-08 12:00:00,4,4,0,1695.0,6880.75,2.65
T012,Tram Line 12,tram,2025-12-08 12:00:00,3,1,0,1940.0,9530.67,25.37
T019,Tram Line 19,tram,2025-12-08 12:00:00,1,1,0,780.0,9372.0,3.27
T020,Tram Line 20,tram,2025-12-08 12:00:00,3,3,0,1760.0,9672.33,22.7
T032,Tram Line 32,tram,2025-12-08 12:00:00,2,2,0,2250.0,6334.0,7.38
T035,Tram Line 35,tram,2025-12-08 12:00:00,4,4,0,2070.0,9907.25,22.49
T038,Tram Line 38,tram,2025-12-08 12:00:00,7,7,0,1465.71,4630.86,2.95
T039,Tram Line 39,tram,2025-12-08 12:00:00,2,2,0,2310.0,11039.0,20.62
B006,Bus Line 6,bus,2025-12-08 11:00:00,9,9,0,1446.67,7111.11,6.73
B014,Bus Line 14,bus,2025-12-08 11:00:00,1,1,0,2100.0,2416.0,2.53
B016,Bus Line 16,bus,2025-12-08 11:00:00,5,5,0,1500.0,7202.8,2.4
B017,Bus Line 17,bus,2025-12-08 11:00:00,7,7,0,1508.57,7192.29,22.15
B018,Bus Line 18,bus,2025-12-08 11:00:00,5,5,0,1116.0,7394.4,2.8
B024,Bus Line 24,bus,2025-12-08 11:00:00,5,5,0,1356.0,10161.4,6.32
B029,Bus Line 29,bus,2025-12-08 11:00:00,1,1,0,720.0,9604.0,21.02
B030,Bus Line 30,bus,2025-12-08 11:00:00,3,3,0,2200.0,7806.67,7.27
B031,Bus Line 31,bus,2025-12-08 11:00:00,3,3,0,1220.0,4725.0,2.53
B037,Bus Line 37,bus,2025-12-08 11:00:00,10,9,0,1248.0,6193.5,6.48
M001,Metro Line 1,metro,2025-12-08 11:00:00,5,3,0,1776.0,7264.6,2.72
M003,Metro Line 3,metro,2025-12-08 11:00:00,4,2,0,1965.0,9052.5,3.12
M004,Metro Line 4,metro,2025-12-08 11:00:00,5,5,0,1944.0,4557.8,2.49
M005,Metro Line 5,metro,2025-12-08 11:00:00,4,3,0,1755.0,7118.0,2.52
M008,Metro Line 8,metro,2025-12-08 11:00:00,3,2,0,740.0,6354.33,2.81
M009,Metro Line 9,metro,2025-12-08 11:00:00,3,3,0,1980.0,10079.0,2.57
M010,Metro Line 10,metro,2025-12-08 11:00:00,3,2,0,1320.0,7192.33,22.07
M011,Metro Line 11,metro,2025-12-08 11:00:00,3,3,0,1600.0,6313.67,25.87
M013,Metro Line 13,metro,2025-12-08 11:00:00,7,6,0,1088.57,7970.71,6.86
M015,Metro Line 15,metro,2025-12-08 11:00:00,10,10,0,1392.0,8702.3,6.76
M021,Metro Line 21,metro,2025-12-08 11:00:00,5,5,0,1860.0,6776.4,6.68
M022,Metro Line 22,metro,2025-12-08 11:00:00,3,3,0,1280.0,4989.33,7.12
M023,Metro Line 23,metro,2025-12-08 11:00:00,3,3,0,1220.0,4667.67,2.69
M025,Metro Line 25,metro,2025-12-08 11:00:00,4,4,0,1365.0,6304.75,2.72
M026,Metro Line 26,metro,2025-12-08 11:00:00,4,4,0,1680.0,9413.0,2.85
M027,Metro Line 27,metro,2025-12-08 11:00:00,6,6,0,1780.0,8638.0,21.42
M028,Metro Line 28,metro,2025-12-08 11:00:00,4,4,0,1200.0,4591.0,22.05
M033,Metro Line 33,metro,2025-12-08 11:00:00,2,2,0,870.0,5231.0,2.86
M034,Metro Line 34,metro,2025-12-08 11:00:00,3,2,0,1240.0,7989.67,19.48
M036,Metro Line 36,metro,2025-12-08 11:00:00,4,4,0,1770.0,6386.25,2.87
T002,Tram Line 2,tram,2025-12-08 11:00:00,4,3,0,1560.0,8332.75,3.1
T007,Tram Line 7,tram,2025-12-08 11:00:00,2,2,0,1500.0,12108.5,3.22
T012,Tram Line 12,tram,2025-12-08 11:00:00,3,3,0,1420.0,2867.33,21.89
T019,Tram Line 19,tram,2025-12-08 11:00:00,8,8,0,1590.0,4349.0,2.75
T020,Tram Line 20,tram,2025-12-08 11:00:00,3,2,0,1820.0,7542.0,22.85
T032,Tram Line 32,tram,2025-12-08 11:00:00,3,3,0,1760.0,9558.33,6.18
T035,Tram Line 35,tram,2025-12-08 11:00:00,3,3,0,1300.0,6529.33,21.83
T038,Tram Line 38,tram,2025-12-08 11:00:00,3,3,0,1100.0,4980.67,2.94
T039,Tram Line 39,tram,2025-12-08 11:00:00,4,4,0,1050.0,7083.5,24.55
B006,Bus Line 6,bus,2025-12-08 10:00:00,4,4,0,480.0,4226.5,6.47
B014,Bus Line 14,bus,2025-12-08 10:00:00,8,7,0,1582.5,8207.75,2.96
B016,Bus Line 16,bus,2025-12-08 10:00:00,1,1,0,1920.0,2608.0,3.02
B017,Bus Line 17,bus,2025-12-08 10:00:00,12,12,0,1490.0,6532.33,20.52
B018,Bus Line 18,bus,2025-12-08 10:00:00,4,4,0,1275.0,9338.5,2.74
B024,Bus Line 24,bus,2025-12-08 10:00:00,5,4,0,1284.0,7708.4,6.61
B029,Bus Line 29,bus,2025-12-08 10:00:00,2,2,0,1470.0,9337.0,21.03
B030,Bus Line 30,bus,2025-12-08 10:00:00,6,6,0,1510.0,9126.17,6.46
B031,Bus Line 31,bus,2025-12-08 10:00:00,4,3,0,1170.0,4919.0,2.66
B037,Bus Line 37,bus,2025-12-08 10:00:00,4,4,0,1290.0,4912.0,6.24
M001,Metro Line 1,metro,2025-12-08 10:00:00,4,4,0,1020.0,4226.0,2.47
M003,Metro Line 3,metro,2025-12-08 10:00:00,8,7,0,1455.0,7890.25,2.75
M004,Metro Line 4,metro,2025-12-08 10:00:00,6,6,0,1290.0,7037.0,2.73
M005,Metro Line 5,metro,2025-12-08 10:00:00,4,3,0,1710.0,5388.25,2.57
M008,Metro Line 8,metro,2025-12-08 10:00:00,7,7,0,1431.43,7843.71,2.82
M009,Metro Line 9,metro,2025-12-08 10:00:00,4,3,0,1710.0,6578.5,2.6
M010,Metro Line 10,metro,2025-12-08 10:00:00,3,3,0,1400.0,4896.0,24.44
M011,Metro Line 11,metro,2025-12-08 10:00:00,6,6,0,1320.0,8631.0,22.68
M013,Metro Line 13,metro,2025-12-08 10:00:00,3,2,0,1440.0,4668.33,6.54
M015,Metro Line 15,metro,2025-12-08 10:00:00,4,4,0,1200.0,7358.75,6.15
M021,Metro Line 21,metro,2025-12-08 10:00:00,3,3,0,1500.0,6732.67,5.8
M022,Metro Line 22,metro,2025-12-08 10:00:00,6,6,0,1530.0,9050.17,6.82
M023,Metro Line 23,metro,2025-12-08 10:00:00,1,1,0,1020.0,6165.0,2.36
M025,Metro Line 25,metro,2025-12-08 10:00:00,1,1,0,1140.0,8982.0,2.82
M026,Metro Line 26,metro,2025-12-08 10:00:00,3,3,0,1180.0,6852.67,2.72
M027,Metro Line 27,metro,2025-12-08 10:00:00,2,2,0,1350.0,8947.0,24.46
M028,Metro Line 28,metro,2025-12-08 10:00:00,6,5,0,1170.0,5640.0,20.22
M033,Metro Line 33,metro,2025-12-08 10:00:00,5,5,0,1260.0,6458.6,2.9
M034,Metro Line 34,metro,2025-12-08 10:00:00,2,2,0,1110.0,9056.0,23.76
M036,Metro Line 36,metro,2025-12-08 10:00:00,4,4,0,1740.0,7158.25,2.62
M040,Metro Line 40,metro,2025-12-08 10:00:00,2,2,0,1050.0,10883.0,5.94
T002,Tram Line 2,tram,2025-12-08 10:00:00,4,4,0,2295.0,7857.5,2.22
T007,Tram Line 7,tram,2025-12-08 10:00:00,2,2,0,1350.0,6571.0,2.61
T012,Tram Line 12,tram,2025-12-08 10:00:00,4,4,0,1965.0,6165.0,22.48
T019,Tram Line 19,tram,2025-12-08 10:00:00,6,6,0,1920.0,5665.67,3.02
T020,Tram Line 20,tram,2025-12-08 10:00:00,6,6,0,1710.0,4724.0,22.26
T032,Tram Line 32,tram,2025-12-08 10:00:00,6,6,0,1580.0,7356.67,6.2
T035,Tram Line 35,tram,2025-12-08 10:00:00,7,7,0,1080.0,4937.14,23.11
T038,Tram Line 38,tram,2025-12-08 10:00:00,4,4,0,1575.0,7285.75,2.54
T039,Tram Line 39,tram,2025-12-08 10:00:00,3,1,0,1200.0,6199.0,20.08
B014,Bus Line 14,bus,2025-12-08 09:00:00,4,3,0,1605.0,6858.75,2.91
B016,Bus Line 16,bus,2025-12-08 09:00:00,6,4,0,1360.0,5322.83,2.35
B017,Bus Line 17,bus,2025-12-08 09:00:00,2,1,0,900.0,9375.5,23.82
B018,Bus Line 18,bus,2025-12-08 09:00:00,4,3,0,1425.0,9411.75,3.13
B024,Bus Line 24,bus,2025-12-08 09:00:00,3,3,0,1180.0,8842.67,7.52
B029,Bus Line 29,bus,2025-12-08 09:00:00,5,5,0,1644.0,4995.4,22.46
B030,Bus Line 30,bus,2025-12-08 09:00:00,3,3,0,1600.0,10170.33,5.79
B031,Bus Line 31,bus,2025-12-08 09:00:00,4,4,0,1245.0,7462.0,2.95
B037,Bus Line 37,bus,2025-12-08 09:00:00,4,4,0,1575.0,8133.0,6.67
M001,Metro Line 1,metro,2025-12-08 09:00:00,4,4,0,1230.0,8912.0,2.96
M003,Metro Line 3,metro,2025-12-08 09:00:00,3,3,0,980.0,7460.0,2.85
M004,Metro Line 4,metro,2025-12-08 09:00:00,6,5,0,1370.0,7479.33,2.92
M005,Metro Line 5,metro,2025-12-08 09:00:00,1,1,0,1980.0,6986.0,2.16
M008,Metro Line 8,metro,2025-12-08 09:00:00,5,5,0,888.0,7169.2,2.82
M009,Metro Line 9,metro,2025-12-08 09:00:00,6,6,0,1810.0,8166.33,2.8
M010,Metro Line 10,metro,2025-12-08 09:00:00,3,3,0,860.0,6552.33,20.25
M011,Metro Line 11,metro,2025-12-08 09:00:00,3,3,0,1900.0,6472.33,19.61
M013,Metro Line 13,metro,2025-12-08 09:00:00,6,6,0,1410.0,6217.33,6.48
M015,Metro Line 15,metro,2025-12-08 09:00:00,5,3,0,1272.0,6674.4,6.64
M022,Metro Line 22,metro,2025-12-08 09:00:00,4,4,0,1875.0,7605.25,6.89
M023,Metro Line 23,metro,2025-12-08 09:00:00,4,4,0,1545.0,9951.75,2.48
M025,Metro Line 25,metro,2025-12-08 09:00:00,2,2,0,1020.0,6843.0,3.07
M026,Metro Line 26,metro,2025-12-08 09:00:00,8,8,0,1200.0,4869.0,2.8
M027,Metro Line 27,metro,2025-12-08 09:00:00,4,4,0,1560.0,5523.0,24.41
M028,Metro Line 28,metro,2025-12-08 09:00:00,10,9,0,1440.0,8102.0,20.31
M033,Metro Line 33,metro,2025-12-08 09:00:00,3,3,0,900.0,7193.67,2.54
M034,Metro Line 34,metro,2025-12-08 09:00:00,5,5,0,1332.0,5264.2,23.87
M036,Metro Line 36,metro,2025-12-08 09:00:00,7,6,0,1448.57,7761.14,2.56
M040,Metro Line 40,metro,2025-12-08 09:00:00,1,0,0,1560.0,9372.0,7.23
T002,Tram Line 2,tram,2025-12-08 09:00:00,6,6,0,1140.0,7556.67,2.84
T007,Tram Line 7,tram,2025-12-08 09:00:00,4,4,0,1005.0,7486.75,2.48
T012,Tram Line 12,tram,2025-12-08 09:00:00,1,1,0,2580.0,5796.0,25.03
T019,Tram Line 19,tram,2025-12-08 09:00:00,3,3,0,1340.0,7706.33,2.79
T020,Tram Line 20,tram,2025-12-08 09:00:00,1,0,0,2520.0,4935.0,27.96
T032,Tram Line 32,tram,2025-12-08 09:00:00,2,2,0,1530.0,8865.0,6.76
T035,Tram Line 35,tram,2025-12-08 09:00:00,2,2,0,810.0,5992.0,24.3
T038,Tram Line 38,tram,2025-12-08 09:00:00,5,5,0,960.0,5928.6,3.07
T039,Tram Line 39,tram,2025-12-08 09:00:00,3,2,0,1760.0,6441.33,23.83
B006,Bus Line 6,bus,2025-12-08 08:00:00,2,2,0,1260.0,9197.0,7.6
B014,Bus Line 14,bus,2025-12-08 08:00:00,4,4,0,1320.0,6753.0,2.86
B016,Bus Line 16,bus,2025-12-08 08:00:00,4,4,0,1605.0,9138.25,2.73
B017,Bus Line 17,bus,2025-12-08 08:00:00,6,6,0,1470.0,7880.5,23.12
B018,Bus Line 18,bus,2025-12-08 08:00:00,5,5,0,948.0,5060.8,3.04
B024,Bus Line 24,bus,2025-12-08 08:00:00,6,6,0,1470.0,7279.17,6.8
B029,Bus Line 29,bus,2025-12-08 08:00:00,7,7,0,1217.14,7757.0,22.32
B030,Bus Line 30,bus,2025-12-08 08:00:00,4,3,0,1185.0,6023.25,5.99
B031,Bus Line 31,bus,2025-12-08 08:00:00,5,5,0,1764.0,4690.6,2.47
B037,Bus Line 37,bus,2025-12-08 08:00:00,8,7,0,1740.0,6835.88,6.55
M001,Metro Line 1,metro,2025-12-08 08:00:00,9,9,0,1313.33,8298.0,2.77
M003,Metro Line 3,metro,2025-12-08 08:00:00,6,6,0,1090.0,8298.17,2.8
M004,Metro Line 4,metro,2025-12-08 08:00:00,7,6,0,1268.57,6827.86,2.72
M005,Metro Line 5,metro,2025-12-08 08:00:00,4,4,0,1380.0,11990.25,2.69
M008,Metro Line 8,metro,2025-12-08 08:00:00,5,5,0,1524.0,10025.0,3.12
M009,Metro Line 9,metro,2025-12-08 08:00:00,3,3,0,1200.0,6826.67,2.42
M010,Metro Line 10,metro,2025-12-08 08:00:00,4,3,0,1155.0,6064.75,18.18
M011,Metro Line 11,metro,2025-12-08 08:00:00,2,1,0,2250.0,4555.5,19.95
M013,Metro Line 13,metro,2025-12-08 08:00:00,6,6,0,1410.0,7612.0,6.95
M015,Metro Line 15,metro,2025-12-08 08:00:00,5,4,0,1848.0,6298.8,6.67
M021,Metro Line 21,metro,2025-12-08 08:00:00,2,1,0,2250.0,6491.0,7.26
M022,Metro Line 22,metro,2025-12-08 08:00:00,8,8,0,1282.5,8224.25,7.4
M023,Metro Line 23,metro,2025-12-08 08:00:00,3,3,0,2380.0,6949.0,2.6
M025,Metro Line 25,metro,2025-12-08 08:00:00,9,9,0,1553.33,6962.22,2.8
M026,Metro Line 26,metro,2025-12-08 08:00:00,4,3,0,1830.0,6831.25,2.68
M027,Metro Line 27,metro,2025-12-08 08:00:00,3,3,0,1760.0,8513.33,26.36
M028,Metro Line 28,metro,2025-12-08 08:00:00,4,4,0,1170.0,7877.25,23.55
M033,Metro Line 33,metro,2025-12-08 08:00:00,5,5,0,1380.0,6280.4,3.1
M034,Metro Line 34,metro,2025-12-08 08:00:00,6,5,0,1570.0,5030.17,22.03
M036,Metro Line 36,metro,2025-12-08 08:00:00,5,5,0,1896.0,7876.2,2.77
M040,Metro Line 40,metro,2025-12-08 08:00:00,4,4,0,1605.0,8975.0,6.48
T002,Tram Line 2,tram,2025-12-08 08:00:00,2,2,0,930.0,8822.5,3.24
T007,Tram Line 7,tram,2025-12-08 08:00:00,6,6,0,1980.0,7703.33,3.25
T012,Tram Line 12,tram,2025-12-08 08:00:00,6,6,0,1120.0,6738.67,22.19
T019,Tram Line 19,tram,2025-12-08 08:00:00,4,4,0,990.0,8060.75,2.94
T020,Tram Line 20,tram,2025-12-08 08:00:00,6,6,0,1280.0,7937.5,23.85
T032,Tram Line 32,tram,2025-12-08 08:00:00,4,4,0,1530.0,6442.25,6.94
T035,Tram Line 35,tram,2025-12-08 08:00:00,5,5,0,1632.0,6524.4,20.82
T038,Tram Line 38,tram,2025-12-08 08:00:00,9,7,0,1900.0,6339.44,2.77
T039,Tram Line 39,tram,2025-12-08 08:00:00,3,2,0,1420.0,7692.0,18.54
